X-axis,Y-axis,Z-axis,Label
-0.08135986,-0.36621094,10.359375,Reposo
-0.093322754,-0.38061523,10.3671875,Reposo
-0.05505371,-0.35888672,10.34375,Reposo
-0.105285645,-0.36376953,10.3515625,Reposo
-0.09094238,-0.35180664,10.34375,Reposo
-0.05026245,-0.3852539,10.3671875,Reposo
-0.057434082,-0.37573242,10.34375,Reposo
-0.093322754,-0.39013672,10.3515625,Reposo
-0.105285645,-0.3852539,10.3671875,Reposo
-0.06463623,-0.39257812,10.328125,Reposo
-0.06939697,-0.3852539,10.375,Reposo
-0.10290527,-0.36621094,10.3515625,Reposo
-0.0670166,-0.37817383,10.3515625,Reposo
-0.07659912,-0.37817383,10.3671875,Reposo
-0.09576416,-0.38061523,10.34375,Reposo
-0.06939697,-0.36376953,10.359375,Reposo
-0.08856201,-0.37573242,10.3671875,Reposo
-0.07659912,-0.39013672,10.3671875,Reposo
-0.09094238,-0.37329102,10.3515625,Reposo
-0.06939697,-0.38305664,10.3671875,Reposo
-0.08618164,-0.37109375,10.359375,Reposo
-0.071777344,-0.37817383,10.3359375,Reposo
-0.07421875,-0.3972168,10.3515625,Reposo
-0.07421875,-0.39501953,10.3515625,Reposo
-0.07897949,-0.36865234,10.3515625,Reposo
-0.052642822,-0.37329102,10.3359375,Reposo
-0.093322754,-0.38305664,10.375,Reposo
-0.08135986,-0.37329102,10.359375,Reposo
-0.05984497,-0.3876953,10.3515625,Reposo
-0.09576416,-0.37329102,10.3359375,Reposo
-0.06463623,-0.39501953,10.3828125,Reposo
-0.03829956,-0.38305664,10.34375,Reposo
-0.08135986,-0.36132812,10.3671875,Reposo
-0.10290527,-0.37329102,10.359375,Reposo
-0.083740234,-0.40454102,10.375,Reposo
-0.057434082,-0.3876953,10.3359375,Reposo
-0.11968994,-0.3852539,10.359375,Reposo
-0.105285645,-0.37109375,10.3671875,Reposo
-0.09576416,-0.36376953,10.359375,Reposo
-0.07421875,-0.40454102,10.359375,Reposo
-0.08135986,-0.39501953,10.3515625,Reposo
-0.08856201,-0.37817383,10.34375,Reposo
-0.071777344,-0.37817383,10.3671875,Reposo
-0.06939697,-0.3876953,10.3515625,Reposo
-0.10290527,-0.3852539,10.3671875,Reposo
-0.06939697,-0.38305664,10.359375,Reposo
-0.052642822,-0.38305664,10.359375,Reposo
-0.0670166,-0.38061523,10.359375,Reposo
-0.06939697,-0.37573242,10.34375,Reposo
-0.08135986,-0.3852539,10.359375,Reposo
-0.08135986,-0.3852539,10.359375,Reposo
-0.07659912,-0.36132812,10.3828125,Reposo
-0.071777344,-0.3996582,10.3515625,Reposo
-0.083740234,-0.38061523,10.359375,Reposo
-0.11010742,-0.36132812,10.34375,Reposo
-0.05984497,-0.37573242,10.390625,Reposo
-0.10290527,-0.34692383,10.375,Reposo
-0.1005249,-0.38305664,10.3671875,Reposo
-0.06939697,-0.36621094,10.375,Reposo
-0.06463623,-0.38305664,10.3515625,Reposo
-0.08856201,-0.37573242,10.359375,Reposo
-0.08135986,-0.37109375,10.3515625,Reposo
-0.10290527,-0.36621094,10.375,Reposo
-0.08618164,-0.3876953,10.3671875,Reposo
-0.08856201,-0.38305664,10.359375,Reposo
-0.07659912,-0.37329102,10.34375,Reposo
-0.08856201,-0.3996582,10.359375,Reposo
-0.11010742,-0.37329102,10.328125,Reposo
-0.08135986,-0.38061523,10.359375,Reposo
-0.06939697,-0.38305664,10.359375,Reposo
-0.07897949,-0.37329102,10.3671875,Reposo
-0.071777344,-0.39013672,10.359375,Reposo
-0.04309082,-0.38305664,10.359375,Reposo
-0.071777344,-0.3876953,10.3515625,Reposo
-0.07421875,-0.38061523,10.359375,Reposo
-0.0670166,-0.37329102,10.359375,Reposo
-0.08856201,-0.37109375,10.359375,Reposo
-0.10772705,-0.37329102,10.34375,Reposo
-0.08856201,-0.36865234,10.3671875,Reposo
-0.08856201,-0.39013672,10.359375,Reposo
-0.0670166,-0.36865234,10.359375,Reposo
-0.093322754,-0.37329102,10.3515625,Reposo
-0.08135986,-0.4020996,10.328125,Reposo
-0.08135986,-0.36865234,10.359375,Reposo
-0.09094238,-0.37573242,10.34375,Reposo
-0.08618164,-0.36621094,10.3515625,Reposo
-0.083740234,-0.36376953,10.34375,Reposo
-0.08618164,-0.36621094,10.359375,Reposo
-0.057434082,-0.38061523,10.3359375,Reposo
-0.07421875,-0.3852539,10.3515625,Reposo
-0.10290527,-0.38061523,10.3671875,Reposo
-0.093322754,-0.36376953,10.3671875,Reposo
-0.05505371,-0.39257812,10.34375,Reposo
-0.07659912,-0.37109375,10.3515625,Reposo
-0.07421875,-0.36132812,10.359375,Reposo
-0.04547119,-0.3972168,10.3671875,Reposo
-0.08135986,-0.39501953,10.3671875,Reposo
-0.10772705,-0.40454102,10.375,Reposo
-0.08135986,-0.36865234,10.375,Reposo
-0.08856201,-0.40454102,10.3359375,Reposo
-0.093322754,-0.39013672,10.3515625,Reposo
-0.08618164,-0.33984375,10.359375,Reposo
-0.06463623,-0.4140625,10.3359375,Reposo
-0.08618164,-0.38061523,10.3515625,Reposo
-0.09576416,-0.36621094,10.359375,Reposo
-0.07897949,-0.40454102,10.375,Reposo
-0.06939697,-0.35888672,10.3515625,Reposo
-0.08856201,-0.37329102,10.3671875,Reposo
-0.09814453,-0.37329102,10.3671875,Reposo
-0.07659912,-0.36376953,10.359375,Reposo
-0.04067993,-0.3852539,10.34375,Reposo
-0.08618164,-0.35180664,10.3515625,Reposo
-0.0670166,-0.38305664,10.3828125,Reposo
-0.093322754,-0.37329102,10.375,Reposo
-0.09094238,-0.3876953,10.359375,Reposo
-0.07897949,-0.40698242,10.3515625,Reposo
-0.05984497,-0.37573242,10.359375,Reposo
-0.07421875,-0.38061523,10.3359375,Reposo
-0.11010742,-0.37329102,10.359375,Reposo
-0.07659912,-0.3852539,10.34375,Reposo
-0.05505371,-0.3852539,10.3359375,Reposo
-0.105285645,-0.39257812,10.3671875,Reposo
-0.07897949,-0.37109375,10.3515625,Reposo
-0.08618164,-0.38061523,10.359375,Reposo
-0.06939697,-0.39501953,10.3515625,Reposo
-0.07897949,-0.36621094,10.3671875,Reposo
-0.07897949,-0.38061523,10.359375,Reposo
-0.05984497,-0.36865234,10.3515625,Reposo
-0.07659912,-0.37573242,10.359375,Reposo
-0.083740234,-0.37573242,10.3203125,Reposo
-0.05984497,-0.37817383,10.359375,Reposo
-0.06222534,-0.37109375,10.3828125,Reposo
-0.071777344,-0.37817383,10.3671875,Reposo
-0.07897949,-0.37109375,10.3515625,Reposo
-0.05984497,-0.37329102,10.359375,Reposo
-0.08618164,-0.3972168,10.3515625,Reposo
-0.07659912,-0.39013672,10.40625,Reposo
-0.07897949,-0.36865234,10.375,Reposo
-0.093322754,-0.37329102,10.3515625,Reposo
-0.07659912,-0.36865234,10.3515625,Reposo
-0.08135986,-0.36865234,10.3828125,Reposo
-0.08135986,-0.36621094,10.359375,Reposo
-0.083740234,-0.36621094,10.359375,Reposo
-0.09576416,-0.36376953,10.3671875,Reposo
-0.09094238,-0.35424805,10.359375,Reposo
-0.083740234,-0.36865234,10.359375,Reposo
-0.07897949,-0.3876953,10.375,Reposo
-0.1005249,-0.4020996,10.359375,Reposo
-0.07421875,-0.3972168,10.359375,Reposo
-0.09576416,-0.3876953,10.3515625,Reposo
-0.07421875,-0.39501953,10.359375,Reposo
-0.06463623,-0.39013672,10.3671875,Reposo
-0.09094238,-0.38305664,10.359375,Reposo
-0.06939697,-0.37817383,10.3671875,Reposo
-0.09814453,-0.3852539,10.375,Reposo
-0.093322754,-0.39013672,10.3515625,Reposo
-0.0670166,-0.3852539,10.3671875,Reposo
-0.06222534,-0.35668945,10.375,Reposo
-0.09094238,-0.3852539,10.359375,Reposo
-0.093322754,-0.38061523,10.359375,Reposo
-0.06939697,-0.35888672,10.3671875,Reposo
-0.057434082,-0.3852539,10.375,Reposo
-0.08856201,-0.37817383,10.359375,Reposo
-0.0670166,-0.37573242,10.3359375,Reposo
-0.06222534,-0.37329102,10.3671875,Reposo
-0.08135986,-0.38305664,10.3671875,Reposo
-0.07659912,-0.38061523,10.359375,Reposo
-0.06222534,-0.37329102,10.3359375,Reposo
-0.0670166,-0.37109375,10.359375,Reposo
-0.083740234,-0.3876953,10.3671875,Reposo
-0.07659912,-0.37817383,10.359375,Reposo
-0.0670166,-0.40454102,10.3359375,Reposo
-0.08618164,-0.38305664,10.3359375,Reposo
-0.07421875,-0.38305664,10.3828125,Reposo
-0.07421875,-0.37573242,10.3515625,Reposo
-0.07421875,-0.37109375,10.3671875,Reposo
-0.083740234,-0.35888672,10.3515625,Reposo
-0.083740234,-0.4091797,10.359375,Reposo
-0.0670166,-0.40698242,10.3515625,Reposo
-0.0670166,-0.37817383,10.375,Reposo
-0.08618164,-0.38305664,10.3515625,Reposo
-0.0670166,-0.39257812,10.359375,Reposo
-0.07897949,-0.36376953,10.34375,Reposo
-0.114868164,-0.3972168,10.375,Reposo
-0.1005249,-0.36132812,10.3515625,Reposo
-0.0670166,-0.38305664,10.3671875,Reposo
-0.083740234,-0.36132812,10.3671875,Reposo
-0.07659912,-0.39013672,10.390625,Reposo
-0.08135986,-0.37817383,10.34375,Reposo
-0.06463623,-0.39257812,10.3515625,Reposo
-0.05984497,-0.38061523,10.34375,Reposo
-0.09814453,-0.38305664,10.3671875,Reposo
-0.083740234,-0.37817383,10.359375,Reposo
-0.071777344,-0.39013672,10.34375,Reposo
-0.07897949,-0.36376953,10.359375,Reposo
-0.08135986,-0.36376953,10.3828125,Reposo
-0.07897949,-0.35888672,10.375,Reposo
-0.06939697,-0.3876953,10.359375,Reposo
-0.083740234,-0.39501953,10.359375,Reposo
-0.1005249,-0.39257812,10.375,Reposo
-0.08135986,-0.37573242,10.3515625,Reposo
-0.07421875,-0.36132812,10.359375,Reposo
-0.093322754,-0.35888672,10.359375,Reposo
-0.06463623,-0.36865234,10.3671875,Reposo
-0.06463623,-0.3852539,10.359375,Reposo
-0.083740234,-0.38305664,10.359375,Reposo
-0.0670166,-0.37109375,10.359375,Reposo
-0.07659912,-0.36865234,10.3828125,Reposo
-0.07659912,-0.37573242,10.3671875,Reposo
-0.057434082,-0.3876953,10.328125,Reposo
-0.083740234,-0.3852539,10.359375,Reposo
-0.08135986,-0.3876953,10.34375,Reposo
-0.0670166,-0.39013672,10.3515625,Reposo
-0.071777344,-0.3876953,10.3515625,Reposo
-0.07421875,-0.3852539,10.3515625,Reposo
-0.07421875,-0.36376953,10.3515625,Reposo
-0.057434082,-0.36621094,10.359375,Reposo
-0.08135986,-0.37109375,10.3671875,Reposo
-0.08135986,-0.36865234,10.375,Reposo
-0.07659912,-0.36376953,10.34375,Reposo
-0.11248779,-0.36865234,10.3671875,Reposo
-0.08135986,-0.37817383,10.375,Reposo
-0.08135986,-0.37817383,10.375,Reposo
-0.08618164,-0.3852539,10.3359375,Reposo
-0.083740234,-0.38061523,10.34375,Reposo
-0.071777344,-0.39257812,10.3671875,Reposo
-0.06939697,-0.38061523,10.3515625,Reposo
-0.07421875,-0.37573242,10.3515625,Reposo
-0.07897949,-0.3876953,10.3515625,Reposo
-0.06463623,-0.4116211,10.3515625,Reposo
-0.07421875,-0.37329102,10.359375,Reposo
-0.07897949,-0.38305664,10.34375,Reposo
-0.08135986,-0.4116211,10.359375,Reposo
-0.06939697,-0.4189453,10.359375,Reposo
-0.07421875,-0.39501953,10.34375,Reposo
-0.06463623,-0.39501953,10.3359375,Reposo
-0.07897949,-0.39013672,10.359375,Reposo
-0.083740234,-0.39257812,10.34375,Reposo
-0.06222534,-0.3852539,10.3671875,Reposo
-0.10290527,-0.37109375,10.3671875,Reposo
-0.093322754,-0.36376953,10.359375,Reposo
-0.07659912,-0.3852539,10.3515625,Reposo
-0.0670166,-0.36865234,10.3671875,Reposo
-0.083740234,-0.37109375,10.359375,Reposo
-0.09094238,-0.38061523,10.375,Reposo
-0.07897949,-0.39501953,10.375,Reposo
-0.09576416,-0.3876953,10.375,Reposo
-0.08856201,-0.37109375,10.390625,Reposo
-0.071777344,-0.36865234,10.3359375,Reposo
-0.05984497,-0.40454102,10.359375,Reposo
-0.09094238,-0.38061523,10.3203125,Reposo
-0.1005249,-0.34936523,10.359375,Reposo
-0.07659912,-0.37329102,10.3515625,Reposo
-0.093322754,-0.37573242,10.3671875,Reposo
-0.07897949,-0.36865234,10.375,Reposo
-0.093322754,-0.35180664,10.3828125,Reposo
-0.057434082,-0.37329102,10.3515625,Reposo
-0.071777344,-0.36132812,10.359375,Reposo
-0.10772705,-0.39013672,10.34375,Reposo
-0.07659912,-0.38305664,10.3515625,Reposo
-0.05984497,-0.36132812,10.3671875,Reposo
-0.10772705,-0.38061523,10.34375,Reposo
-0.08135986,-0.3972168,10.3515625,Reposo
-0.06939697,-0.37817383,10.359375,Reposo
-0.06463623,-0.3852539,10.3515625,Reposo
-0.083740234,-0.37329102,10.3671875,Reposo
-0.07421875,-0.39501953,10.3828125,Reposo
-0.07421875,-0.4020996,10.359375,Reposo
-0.07421875,-0.3852539,10.359375,Reposo
-0.083740234,-0.37817383,10.359375,Reposo
-0.07421875,-0.37109375,10.359375,Reposo
-0.0670166,-0.38061523,10.359375,Reposo
-0.07897949,-0.39501953,10.3515625,Reposo
-0.071777344,-0.38061523,10.3671875,Reposo
-0.08618164,-0.3876953,10.359375,Reposo
-0.10772705,-0.39013672,10.3515625,Reposo
-0.07421875,-0.3972168,10.3671875,Reposo
-0.06463623,-0.35424805,10.3671875,Reposo
-0.09576416,-0.39013672,10.359375,Reposo
-0.07659912,-0.37573242,10.359375,Reposo
-0.07421875,-0.39257812,10.375,Reposo
-0.08618164,-0.37329102,10.375,Reposo
-0.09576416,-0.3852539,10.3515625,Reposo
-0.08618164,-0.38061523,10.359375,Reposo
-0.06222534,-0.36376953,10.359375,Reposo
-0.08618164,-0.38061523,10.3515625,Reposo
-0.1005249,-0.3876953,10.3671875,Reposo
-0.05505371,-0.4116211,10.3671875,Reposo
-0.0670166,-0.37817383,10.359375,Reposo
-0.07897949,-0.37573242,10.359375,Reposo
-0.05984497,-0.3876953,10.3515625,Reposo
-0.08135986,-0.38305664,10.3515625,Reposo
-0.071777344,-0.39501953,10.359375,Reposo
-0.06463623,-0.3852539,10.3671875,Reposo
-0.07659912,-0.37329102,10.375,Reposo
-0.083740234,-0.37109375,10.34375,Reposo
-0.093322754,-0.3852539,10.390625,Reposo
-0.08856201,-0.36621094,10.3671875,Reposo
-0.06939697,-0.36376953,10.34375,Reposo
-0.05984497,-0.38061523,10.3828125,Reposo
-0.09094238,-0.36865234,10.3515625,Reposo
-0.07897949,-0.36621094,10.359375,Reposo
-0.057434082,-0.37109375,10.34375,Reposo
-0.07659912,-0.37817383,10.3828125,Reposo
-0.1005249,-0.38061523,10.375,Reposo
-0.07421875,-0.38061523,10.375,Reposo
-0.071777344,-0.37573242,10.3359375,Reposo
-0.093322754,-0.35668945,10.359375,Reposo
-0.07421875,-0.36132812,10.3515625,Reposo
-0.09094238,-0.36621094,10.359375,Reposo
-0.071777344,-0.37573242,10.3671875,Reposo
-0.08135986,-0.37817383,10.359375,Reposo
-0.105285645,-0.36376953,10.3515625,Reposo
-0.08135986,-0.37573242,10.375,Reposo
-0.08618164,-0.37109375,10.390625,Reposo
-0.07421875,-0.38061523,10.375,Reposo
-0.071777344,-0.3876953,10.3359375,Reposo
-0.057434082,-0.37109375,10.3671875,Reposo
-0.08856201,-0.38061523,10.34375,Reposo
-0.07897949,-0.36865234,10.34375,Reposo
-0.10290527,-0.36865234,10.3359375,Reposo
-0.06222534,-0.36865234,10.34375,Reposo
-0.093322754,-0.38061523,10.328125,Reposo
-0.09814453,-0.36865234,10.3671875,Reposo
-0.06939697,-0.3852539,10.3671875,Reposo
-0.06463623,-0.35180664,10.359375,Reposo
-0.09094238,-0.38305664,10.3671875,Reposo
-0.083740234,-0.38061523,10.359375,Reposo
-0.05984497,-0.37109375,10.359375,Reposo
-0.083740234,-0.37817383,10.34375,Reposo
-0.1005249,-0.37817383,10.34375,Reposo
-0.06222534,-0.38305664,10.359375,Reposo
-0.07421875,-0.38305664,10.3515625,Reposo
-0.07659912,-0.36865234,10.359375,Reposo
-0.08856201,-0.3852539,10.3515625,Reposo
-0.06463623,-0.3876953,10.3671875,Reposo
-0.05984497,-0.37573242,10.359375,Reposo
-0.07897949,-0.38061523,10.359375,Reposo
-0.071777344,-0.3876953,10.34375,Reposo
-0.08135986,-0.39013672,10.3515625,Reposo
-0.08618164,-0.38061523,10.359375,Reposo
-0.09576416,-0.37817383,10.3515625,Reposo
-0.08856201,-0.3852539,10.3671875,Reposo
-0.05984497,-0.37109375,10.359375,Reposo
-0.06939697,-0.38061523,10.3671875,Reposo
-0.11010742,-0.37109375,10.3671875,Reposo
-0.06939697,-0.37109375,10.3515625,Reposo
-0.07897949,-0.3852539,10.375,Reposo
-0.093322754,-0.38305664,10.3671875,Reposo
-0.09814453,-0.38061523,10.359375,Reposo
-0.083740234,-0.35180664,10.3671875,Reposo
-0.083740234,-0.37573242,10.375,Reposo
-0.08135986,-0.34936523,10.34375,Reposo
-0.07421875,-0.36865234,10.3515625,Reposo
-0.08618164,-0.36376953,10.34375,Reposo
-0.09094238,-0.39257812,10.3671875,Reposo
-0.07897949,-0.36621094,10.3515625,Reposo
-0.07421875,-0.39501953,10.390625,Reposo
-0.07897949,-0.3852539,10.34375,Reposo
-0.1005249,-0.39257812,10.3828125,Reposo
-0.093322754,-0.3852539,10.34375,Reposo
-0.04309082,-0.39257812,10.375,Reposo
-0.07421875,-0.38305664,10.359375,Reposo
-0.07659912,-0.37573242,10.3671875,Reposo
-0.07897949,-0.38061523,10.3671875,Reposo
-0.07897949,-0.38061523,10.359375,Reposo
-0.08135986,-0.39501953,10.328125,Reposo
-0.06939697,-0.36376953,10.359375,Reposo
-0.071777344,-0.38305664,10.3671875,Reposo
-0.0670166,-0.35888672,10.375,Reposo
-0.10290527,-0.38305664,10.34375,Reposo
-0.08618164,-0.38305664,10.34375,Reposo
-0.057434082,-0.36865234,10.3515625,Reposo
-0.09094238,-0.37817383,10.3515625,Reposo
-0.07897949,-0.3876953,10.3515625,Reposo
-0.08135986,-0.36621094,10.375,Reposo
-0.08135986,-0.3852539,10.3515625,Reposo
-0.06939697,-0.37329102,10.3515625,Reposo
-0.057434082,-0.37817383,10.375,Reposo
-0.06463623,-0.37109375,10.3671875,Reposo
-0.10290527,-0.36865234,10.3671875,Reposo
-0.07897949,-0.38305664,10.3671875,Reposo
-0.07659912,-0.35888672,10.359375,Reposo
-0.09094238,-0.4091797,10.375,Reposo
-0.0670166,-0.36865234,10.359375,Reposo
-0.07659912,-0.34692383,10.359375,Reposo
-0.09814453,-0.38305664,10.359375,Reposo
-0.07897949,-0.36132812,10.359375,Reposo
-0.05026245,-0.35888672,10.3515625,Reposo
-0.093322754,-0.38061523,10.359375,Reposo
-0.08618164,-0.37817383,10.3671875,Reposo
-0.1005249,-0.35888672,10.3515625,Reposo
-0.06463623,-0.38305664,10.3515625,Reposo
-0.09094238,-0.38305664,10.3515625,Reposo
-0.09094238,-0.38305664,10.3515625,Reposo
-0.083740234,-0.38061523,10.34375,Reposo
-0.09814453,-0.36376953,10.34375,Reposo
-0.07421875,-0.38305664,10.359375,Reposo
-0.07659912,-0.3852539,10.3515625,Reposo
-0.05026245,-0.38305664,10.34375,Reposo
-0.06939697,-0.39257812,10.359375,Reposo
-0.08856201,-0.36621094,10.3671875,Reposo
-0.07659912,-0.39013672,10.34375,Reposo
-0.07659912,-0.37573242,10.34375,Reposo
-0.071777344,-0.36132812,10.3515625,Reposo
-0.08856201,-0.3996582,10.359375,Reposo
-0.08135986,-0.40454102,10.359375,Reposo
-0.07897949,-0.37817383,10.359375,Reposo
-0.08135986,-0.38061523,10.34375,Reposo
-0.071777344,-0.36132812,10.3515625,Reposo
-0.07897949,-0.39013672,10.3671875,Reposo
-0.07659912,-0.37329102,10.3515625,Reposo
-0.09094238,-0.3876953,10.328125,Reposo
-0.07421875,-0.36376953,10.3671875,Reposo
-0.06222534,-0.37573242,10.359375,Reposo
-0.07897949,-0.36865234,10.375,Reposo
-0.08856201,-0.37817383,10.359375,Reposo
-0.09814453,-0.3852539,10.359375,Reposo
-0.04788208,-0.36621094,10.3671875,Reposo
-0.09094238,-0.37817383,10.359375,Reposo
-0.105285645,-0.39013672,10.3671875,Reposo
-0.07659912,-0.37329102,10.375,Reposo
-0.06939697,-0.36621094,10.34375,Reposo
-0.08856201,-0.36621094,10.3359375,Reposo
-0.07421875,-0.3876953,10.359375,Reposo
-0.083740234,-0.37329102,10.34375,Reposo
-0.07421875,-0.39501953,10.3515625,Reposo
-0.083740234,-0.37817383,10.3515625,Reposo
-0.105285645,-0.35180664,10.375,Reposo
-0.06463623,-0.39013672,10.3515625,Reposo
-0.07421875,-0.35180664,10.34375,Reposo
-0.083740234,-0.36865234,10.359375,Reposo
-0.08856201,-0.36865234,10.359375,Reposo
-0.08618164,-0.37817383,10.359375,Reposo
-0.07421875,-0.37109375,10.3671875,Reposo
-0.083740234,-0.34936523,10.359375,Reposo
-0.083740234,-0.38061523,10.390625,Reposo
-0.05984497,-0.36865234,10.3671875,Reposo
-0.071777344,-0.35424805,10.3828125,Reposo
-0.07897949,-0.36132812,10.359375,Reposo
-0.09576416,-0.37817383,10.375,Reposo
-0.07659912,-0.36865234,10.359375,Reposo
-0.08135986,-0.37329102,10.34375,Reposo
-0.08856201,-0.36376953,10.34375,Reposo
-0.06463623,-0.36621094,10.359375,Reposo
-0.0670166,-0.37109375,10.359375,Reposo
-0.10290527,-0.37817383,10.3671875,Reposo
-0.105285645,-0.35888672,10.3828125,Reposo
-0.057434082,-0.38061523,10.3671875,Reposo
-0.105285645,-0.36132812,10.34375,Reposo
-0.083740234,-0.39257812,10.3515625,Reposo
-0.0670166,-0.36865234,10.359375,Reposo
-0.07421875,-0.3876953,10.3515625,Reposo
-0.09814453,-0.36376953,10.3515625,Reposo
-0.06939697,-0.36865234,10.3671875,Reposo
-0.08856201,-0.37109375,10.375,Reposo
-0.05984497,-0.3972168,10.34375,Reposo
-0.105285645,-0.37573242,10.34375,Reposo
-0.09576416,-0.36621094,10.359375,Reposo
-0.08856201,-0.38305664,10.3671875,Reposo
-0.11010742,-0.36376953,10.3359375,Reposo
-0.05026245,-0.37109375,10.375,Reposo
-0.07421875,-0.37573242,10.3671875,Reposo
-0.06939697,-0.38305664,10.3671875,Reposo
-0.05505371,-0.36865234,10.3359375,Reposo
-0.06463623,-0.36621094,10.3515625,Reposo
-0.052642822,-0.36621094,10.3359375,Reposo
-0.06939697,-0.37109375,10.3671875,Reposo
-0.083740234,-0.37329102,10.390625,Reposo
-0.052642822,-0.35888672,10.328125,Reposo
-0.09094238,-0.37329102,10.3671875,Reposo
-0.06939697,-0.36865234,10.375,Reposo
-0.0670166,-0.36132812,10.359375,Reposo
-0.11730957,-0.38061523,10.359375,Reposo
-0.09576416,-0.38061523,10.34375,Reposo
-0.08618164,-0.37573242,10.3671875,Reposo
-0.08856201,-0.37817383,10.34375,Reposo
-0.08856201,-0.38061523,10.3671875,Reposo
-0.08856201,-0.37817383,10.3515625,Reposo
-0.06463623,-0.3996582,10.34375,Reposo
-0.09576416,-0.4116211,10.390625,Reposo
-0.09094238,-0.3996582,10.3828125,Reposo
-0.06222534,-0.35180664,10.359375,Reposo
-0.0670166,-0.38061523,10.3515625,Reposo
-0.08856201,-0.37817383,10.34375,Reposo
-0.10290527,-0.36865234,10.3515625,Reposo
-0.07421875,-0.37109375,10.390625,Reposo
-0.08135986,-0.36621094,10.3671875,Reposo
-0.105285645,-0.37573242,10.3671875,Reposo
-0.08135986,-0.3852539,10.3828125,Reposo
-0.08618164,-0.35888672,10.3515625,Reposo
-0.083740234,-0.40454102,10.3671875,Reposo
-0.057434082,-0.36132812,10.3671875,Reposo
-0.07897949,-0.37109375,10.359375,Reposo
-0.08856201,-0.3852539,10.359375,Reposo
-0.07659912,-0.39501953,10.3671875,Reposo
-0.06463623,-0.38305664,10.34375,Reposo
-0.07659912,-0.39501953,10.328125,Reposo
-0.11010742,-0.37817383,10.3671875,Reposo
-0.057434082,-0.35424805,10.3828125,Reposo
-0.06463623,-0.3972168,10.3671875,Reposo
-0.11968994,-0.38061523,10.3515625,Reposo
-0.05026245,-0.37109375,10.34375,Reposo
-0.052642822,-0.36132812,10.375,Reposo
-0.09094238,-0.3876953,10.375,Reposo
-0.10772705,-0.3852539,10.34375,Reposo
-0.0670166,-0.3852539,10.359375,Reposo
-0.093322754,-0.3852539,10.34375,Reposo
-0.105285645,-0.37817383,10.3515625,Reposo
-0.04547119,-0.38061523,10.3359375,Reposo
-0.07897949,-0.39013672,10.3828125,Reposo
-0.06222534,-0.37329102,10.359375,Reposo
-0.08135986,-0.36865234,10.3671875,Reposo
-0.07897949,-0.39257812,10.328125,Reposo
-0.05984497,-0.36621094,10.34375,Reposo
-0.07421875,-0.36376953,10.3203125,Reposo
-0.093322754,-0.37817383,10.3671875,Reposo
-0.04788208,-0.38305664,10.359375,Reposo
-0.07421875,-0.3852539,10.3515625,Reposo
-0.114868164,-0.36132812,10.3515625,Reposo
-0.09094238,-0.38061523,10.34375,Reposo
-0.07897949,-0.38061523,10.359375,Reposo
-0.11010742,-0.37329102,10.3515625,Reposo
-0.06939697,-0.3876953,10.3359375,Reposo
-0.0670166,-0.38061523,10.359375,Reposo
-0.093322754,-0.35424805,10.359375,Reposo
-0.083740234,-0.36376953,10.3515625,Reposo
-0.0670166,-0.39013672,10.3828125,Reposo
-0.083740234,-0.37109375,10.34375,Reposo
